#,,"generated_by='OpenQuake engine 3.19.0', start_date='2024-05-21T13:16:28', checksum=4043280846"
site_id,event_id,gmv_PGA
1055,0,7.02084E-01
1056,0,7.05183E-01
1057,0,7.07967E-01
1058,0,7.10447E-01
1059,0,7.12826E-01
1060,0,7.15152E-01
1061,0,7.17427E-01
1062,0,7.19648E-01
1063,0,7.21674E-01
1064,0,7.23362E-01
1065,0,7.24703E-01
1066,0,7.25694E-01
1067,0,7.26330E-01
1068,0,7.26614E-01
1069,0,7.26543E-01
1070,0,7.26117E-01
1071,0,7.25336E-01
1072,0,7.24205E-01
1073,0,7.22725E-01
1074,0,7.20901E-01
1075,0,7.18734E-01
1076,0,7.16234E-01
1077,0,7.13408E-01
1078,0,7.10257E-01
1079,0,7.06795E-01
1080,0,7.03030E-01
1081,0,6.98965E-01
1082,0,6.94616E-01
1083,0,6.89994E-01
1084,0,6.85101E-01
1085,0,6.77571E-01
1086,0,6.82063E-01
1087,0,6.86282E-01
1088,0,6.90229E-01
1089,0,6.93889E-01
1090,0,6.97252E-01
1091,0,7.00311E-01
1092,0,7.03060E-01
1093,0,7.05599E-01
1094,0,7.08089E-01
1095,0,7.10525E-01
1096,0,7.12914E-01
1097,0,7.15219E-01
1098,0,7.17225E-01
1099,0,7.18892E-01
1100,0,7.20218E-01
1101,0,7.21197E-01
1102,0,7.21826E-01
1103,0,7.22107E-01
1104,0,7.22036E-01
1105,0,7.21613E-01
1106,0,7.20842E-01
1107,0,7.19723E-01
1108,0,7.18257E-01
1109,0,7.16453E-01
1110,0,7.14312E-01
1111,0,7.11837E-01
1112,0,7.09042E-01
1113,0,7.05927E-01
1114,0,7.02500E-01
1115,0,6.98775E-01
1116,0,6.94754E-01
1117,0,6.90451E-01
1118,0,6.85878E-01
1119,0,6.81037E-01
1120,0,6.72726E-01
1121,0,6.77161E-01
1122,0,6.81326E-01
1123,0,6.85222E-01
1124,0,6.88834E-01
1125,0,6.92151E-01
1126,0,6.95172E-01
